study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB2743	ERP000991	SAMEA1322858	ERS070285	ERX030974	ERR053926	884339	Heliconius numata aurora	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053926/ERR053926_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053926/ERR053926_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053926/ERR053926_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053926/ERR053926_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-seraphion_09-143_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-seraphion_09-143_110602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-seraphion_09-143_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-seraphion_09-143_110602_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322890	ERS070286	ERX030975	ERR053927	1077262	Heliconius numata illustris	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053927/ERR053927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053927/ERR053927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053927/ERR053927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053927/ERR053927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-illustris_09-358_110602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-illustris_09-358_110602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-illustris_09-358_110602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-illustris_09-358_110602_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322908	ERS070287	ERX030976	ERR053928	1077261	Heliconius numata arcuella	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053928/ERR053928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053928/ERR053928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053928/ERR053928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053928/ERR053928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-elegans_09-359_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-elegans_09-359_110602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-elegans_09-359_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-elegans_09-359_110602_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322945	ERS070288	ERX030977	ERR053929	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053929/ERR053929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053929/ERR053929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053929/ERR053929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053929/ERR053929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_1_GP-PE-012_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_1_GP-PE-012_1.solfastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_1_GP-PE-012_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_1_GP-PE-012_1.solfastq.gz		
PRJEB2743	ERP000991	SAMEA1322868	ERS070289	ERX030978	ERR053930	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053930/ERR053930_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053930/ERR053930_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053930/ERR053930_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053930/ERR053930_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-004_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-004_1.solfastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-004_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-004_1.solfastq.gz		
PRJEB2743	ERP000991	SAMEA1322941	ERS070290	ERX030979	ERR053931	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053931/ERR053931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053931/ERR053931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053931/ERR053931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053931/ERR053931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-007_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-007_1.solfastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-007_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110414_0050_70JE0AAXX_2_GP-PE-007_1.solfastq.gz		
PRJEB2743	ERP000991	SAMEA1322900	ERS070291	ERX030980	ERR053932	573616	Heliconius timareta ssp. NG-2008	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053932/ERR053932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053932/ERR053932_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053932/ERR053932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053932/ERR053932_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-004_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-004_1.solfastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-004_2.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-004_1.solfastq.gz		
PRJEB2743	ERP000991	SAMEA1322912	ERS070292	ERX030981	ERR053933	573616	Heliconius timareta ssp. NG-2008	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053933/ERR053933_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053933/ERR053933_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053933/ERR053933_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053933/ERR053933_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-007_1.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-007_2.solfastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-007_1.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-007_2.solfastq.gz		
PRJEB2743	ERP000991	SAMEA1322936	ERS070293	ERX030982	ERR053934	573616	Heliconius timareta ssp. NG-2008	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053934/ERR053934_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053934/ERR053934_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053934/ERR053934_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053934/ERR053934_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-008_1.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-008_2.solfastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-008_1.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-008_2.solfastq.gz		
PRJEB2743	ERP000991	SAMEA1322862	ERS070294	ERX030983	ERR053935	573616	Heliconius timareta ssp. NG-2008	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053935/ERR053935_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053935/ERR053935_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053935/ERR053935_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053935/ERR053935_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-012_1.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-012_2.solfastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-012_1.solfastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/110329_0009_707UEAAXX_6_GP-PE-012_2.solfastq.gz		
PRJEB2743	ERP000991	SAMEA1322882	ERS070295	ERX030984	ERR053936	33444	Heliconius elevatus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053936/ERR053936_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053936/ERR053936_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053936/ERR053936_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053936/ERR053936_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Elevatus_09-343_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Elevatus_09-343_2.trim.74.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Elevatus_09-343_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Elevatus_09-343_2.trim.74.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322895	ERS070296	ERX030985	ERR053937	441047	Heliconius ethilla aerotome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053937/ERR053937_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053937/ERR053937_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053937/ERR053937_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053937/ERR053937_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Ethilla_09-63_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Ethilla_09-63_2.trim.74.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Ethilla_09-63_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Ethilla_09-63_2.trim.74.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322925	ERS070297	ERX030986	ERR053938	1109109	Heliconius hecale felix	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053938/ERR053938_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053938/ERR053938_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053938/ERR053938_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053938/ERR053938_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-345_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-345_2.trim.74.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-345_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-345_2.trim.74.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322952	ERS070298	ERX030987	ERR053939	884342	Heliconius pardalinus sergestus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053939/ERR053939_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053939/ERR053939_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053939/ERR053939_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053939/ERR053939_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_sergestus_09-326_2.trim.74.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_sergestus_09-326_1.trim.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_sergestus_09-326_2.trim.74.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_sergestus_09-326_1.trim.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322861	ERS070299	ERX030988	ERR053940	1109112	Heliconius pardalinus ssp. JD-2011	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053940/ERR053940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053940/ERR053940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053940/ERR053940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053940/ERR053940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_ssp_09-387_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_ssp_09-387_2.trim.74.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_ssp_09-387_1.trim.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Pardalinus_ssp_09-387_2.trim.74.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322933	ERS074398	ERX032448	ERR055402	33423	Heliconius heurippa	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055402/ERR055402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055402/ERR055402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055402/ERR055402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055402/ERR055402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.7_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322943	ERS074399	ERX032449	ERR055403	33423	Heliconius heurippa	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055403/ERR055403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055403/ERR055403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055403/ERR055403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055403/ERR055403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.8_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322902	ERS074400	ERX032450	ERR055404	33423	Heliconius heurippa	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055404/ERR055404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055404/ERR055404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055404/ERR055404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055404/ERR055404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.9_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.9_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.9_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.9_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322887	ERS074401	ERX032451	ERR055405	33423	Heliconius heurippa	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055405/ERR055405_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055405/ERR055405_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055405/ERR055405_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055405/ERR055405_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.11_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.11_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.11_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.11_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322875	ERS074402	ERX032452	ERR055406	33423	Heliconius heurippa	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055406/ERR055406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055406/ERR055406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055406/ERR055406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055406/ERR055406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.12_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.12_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322951	ERS074403	ERX032453	ERR055407	33423	Heliconius heurippa	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055407/ERR055407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055407/ERR055407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055407/ERR055407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055407/ERR055407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.14_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.14_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.14_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hh.14_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322924	ERS074404	ERX032454	ERR055408	328831	Heliconius cydno cordula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055408/ERR055408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055408/ERR055408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055408/ERR055408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055408/ERR055408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2158_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2158_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2158_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2158_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322903	ERS074405	ERX032455	ERR055409	328831	Heliconius cydno cordula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055409/ERR055409_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055409/ERR055409_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055409/ERR055409_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055409/ERR055409_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2166_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322886	ERS074406	ERX032456	ERR055410	328831	Heliconius cydno cordula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055410/ERR055410_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055410/ERR055410_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055410/ERR055410_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055410/ERR055410_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2186_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322866	ERS074407	ERX032457	ERR055411	328831	Heliconius cydno cordula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055411/ERR055411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055411/ERR055411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055411/ERR055411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055411/ERR055411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2253_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2253_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2253_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2253_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322904	ERS074408	ERX032458	ERR055412	328831	Heliconius cydno cordula	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055412/ERR055412_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055412/ERR055412_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055412/ERR055412_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR055/ERR055412/ERR055412_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA070/ERA070347/fastq/Hcc.2255_2.fastq.gz		
